	A	B	C	D	NEXTWEEKBAP	BAP	BD	SAC	PK	NIMISSFIND	NIMEMREF	OL
2016:4:3:7:TAIDONG_1_E	0	1	2	3	0	0	7	4	9	3	0	9
2016:4:3:7:TAIDONG_1_S	0	0	3	2	1	1	9	3	12	6	0	8
2016:4:3:7:TAIDONG_2_S			1	2		4	4	3	6	3	0	4
2016:4:3:7:TAIDONG_2_ZL	0	0	5	4	0	0	10	7	10	3	0	8
2016:4:3:7:TAIDONG_3_E			2	3	0	1	5	6	8	0	0	4
2016:4:3:7:TAO_1_A	0	0	3	5	0	0	8	3	8	3	0	5
2016:4:3:7:TAO_1_B	0	0	0	0	0	1	0	2	7	3	0	3
2016:4:3:7:TAO_2_E	0	0	2	3	0	1	8	1	8	2	0	4
2016:4:3:7:TAO_2_S			1	6	0	0	7	2	8	6	3	4
2016:4:3:7:TAO_3_E	0	0	0	2			2	4	3	0	0	2
2016:4:3:7:TAO_3_E_ZL	0	0	7	5	0	0	15	2	10	16	0	16
2016:4:3:7:TAO_4_E	 0	 0	 0	 2	 0	 0	 4	 1	 5	 3	 1	 7
2016:4:3:7:TAO_4_S	0	0	1	1	0	0	6	1	7	6	0	13
2016:4:3:7:TIANMU_A_E	0	0	3	4	0	0	9	4	11	6	0	15
2016:4:3:7:TIANMU_B_E	0	2	4	2	0	0	9	2	8	7	1	14
2016:4:3:7:TOUFEN_E	0	0	2	2	0	0	4	5	8	3	0	9
2016:4:3:7:TOUR_S	0	0	1	3	1	1	5	3	3	7	0	18
2016:4:3:7:TUCHENG_S	0 	0	4	6	0	1	10	1	9	0	0	6
2016:4:3:7:TUCHENG_ZL	0	1	4	2	1	0	8	3	19	8	2	18
2016:4:3:7:WANDA_E			1	4	0	1	7	2	11	5	1	16
2016:4:3:7:WANDA_S	0	0	1	3	0	0	7	1	5	4	1	8
2016:4:3:7:XIANGSHAN_E	0	0	1	2	0	1	3	0	10	8	1	10
2016:4:3:7:XINAN_S	0	1	2	1	0	0	9	2	15	7	1	16
2016:4:3:7:XINBAN_E	0	0	0	4	0	0	4	0	8	7	0	10
2016:4:3:7:XINDIAN_E	0	0	2	0	0	0	5	2	3	8	0	9
2016:4:3:7:XINDIAN_S	0	0	1	2	0	0	3	0	4	6	1	4
2016:4:3:7:XINPU_E	0	0	0	2	0	0	4	2	7	6	0	6
2016:4:3:7:XINZHU_1_E	0	0	1	0	0	0	1	1	2	5	0	8
2016:4:3:7:XINZHU_1_S	0	0	2	0	0	0	5	2	9	7	0	12
2016:4:3:7:XINZHU_3_S	0	0	1	3	0	0	4	2	9	1	4	2
2016:4:3:7:XINZHU_3_ZL		1	3	3				3	10	7	1	8
2016:4:3:7:XIZHI_A_E	0	0	0	3	0	0	3	1	8	3	0	5
2016:4:3:7:XIZHI_B_E	0	0	2	3	0	0	5	2	8	4	0	8
2016:4:3:7:XIZHI_S	0	0	0	0	0	0	1	1	4	2	0	2
2016:4:3:7:YILAN_E	0	0	4	0	0	0	4	2	9	6	0	16
2016:4:3:7:YILAN_S			6	2	0	0	10	5	9	6	0	8
2016:4:3:7:YONGHE_S	0	0	3	1	0	0	10	4	7	7	0	14
2016:4:3:7:YULI_E	0	1	1	1	0	0	3	0	7	3	0	9
2016:4:3:7:YULI_S			1	1	0	1	2	1	5	6	1	9
2016:4:3:7:ZHONGHE_1_E	0	0	1	0	0	0	4	2	6	5	1	10
2016:4:3:7:ZHONGHE_2_E	0	1	0	2	0	0	8	1	6	8	1	10
2016:4:3:7:ZHONGHE_2_S	0	0	2	1	0	0	5	2	9	4	0	2
2016:4:3:7:ZHONGLI_1_E	0	0	3	2	0	0	13	2	9	3	0	5
2016:4:3:7:ZHONGLI_1_S			3	2	0	0	6	3	8	2	0	11
2016:4:3:7:ZHONGLI_2_E	0	1	3	6	1	0	12	2	12	6	2	5
2016:4:3:7:ZHUBEI_1_E	0	0	1	2	0	0	0	2	8	6	0	11
2016:4:3:7:ZHUBEI_2_E	0	1	0	0	0	0	1	1	2	1	0	2
2016:4:3:7:ZHUBEI_2_S	0	0	0	1	0	0	1	0	4	5	0	7
2016:4:3:7:ZHUBEI_3_S	0 	0	0	1	0	3	1	0	8	6	0	1
2016:4:3:7:ZHUDONG_E		1	1	1	1		4	2	5	3		5
2016:4:3:7:ZHUDONG_S	0	0	4	3	0	0	7	5	5	3	3	6
2016:4:3:7:ZHUNAN_S	1			4	1	0	7	1	12	8	1	17
2016:4:3:7:ZHUNAN_ZL	 0	0	3	7	  0	0	10	4	12	3	3	9
2016:4:4:7:ANKANG_E	0	0	3	1	0	0	6	2	9	6	1	10
2016:4:4:7:ASSISTANTS	0	0	9	4	0	0	17	7	10	10	1	12
2016:4:4:7:BADE_A_E	0	1	3	0	0	1	6	2	11	3	0	7
2016:4:4:7:BADE_B_E	0	0	0	0	0	0	1	0	7	4	0	6
2016:4:4:7:BADE_S	0	0	0	1	0	0	5	1	5	2	0	6
2016:4:4:7:BEITOU_E	0	1	1	3	0	1	6	2	13	6	1	10
2016:4:4:7:BEITOU_S	0	0	2	2	1	0	8	0	4	2	0	4
2016:4:4:7:DANFENG_E	0	0	1	3	0	0	8	4	10	9	0	13
2016:4:4:7:DANSHUI_A_E	0	0	2	3	1	0	5	4	7	4	0	7
2016:4:4:7:DANSHUI_B_E	0	0	2	3	0	0	5	0	5	9	0	13
2016:4:4:7:GUISHAN_E	0	1	4	0	0	0	5	3	9	2	2	3
2016:4:4:7:HUALIAN_1_E	0	0	1	2	0	0	3	0	7	3	0	7
2016:4:4:7:HUALIAN_1_S	0	1	3	0	1	0	5	0	5	5	0	8
2016:4:4:7:HUALIAN_2_E	0	1	1	8	1	0	11	1	10	4	0	7
2016:4:4:7:HUALIAN_2_ZL			2	2	2		4	5	10	4		12
2016:4:4:7:HUALIAN_3_E	0	0	2	7	0	0	9	0	9	6	0	12
2016:4:4:7:HUALIAN_3_S			1	3			8	5	8	6		5
2016:4:4:7:JILONG_A_E	0	0	2	6	0	0	9	4	12	4	2	7
2016:4:4:7:JILONG_B_E	0	0	1	2	0	0	4	2	7	4	1	4
2016:4:4:7:JINGXIN_S	0	0	0	1	0	0	1	0	7	0	0	18
2016:4:4:7:JINGXIN_ZL	1	0	3	4	1	0	10	3	9	6	0	9
2016:4:4:7:JINHUA_S	0	0	0	0	0	0	4	-	1	5	0	12
2016:4:4:7:JINHUA_ZL	1	1	2	7	1	0	14	1	9	5	0	14
2016:4:4:7:LONGTAN_E	0	0	0	0	0	0	0	0	2	2	0	3
2016:4:4:7:LUODONG_A_E	0	 0	 4	 2	 0	 0	 7	 4	 6	 8	 0	 7
2016:4:4:7:LUODONG_B_E	0	0	1	7	0	0	8	3	7	6	0	10
2016:4:4:7:LUZHOU_A_E	0	0	3	4		0	8	2	10	6	0	12
2016:4:4:7:LUZHOU_B_E	1	1	0	1	0	0	10	0	3	10	0	13
2016:4:4:7:MIAOLI_E	0	0	2	4	1	0	6	4	8	2	0	4
2016:4:4:7:MUZHA_E	0	0	2	2	0	0	6	4	9	9	1	15
2016:4:4:7:MUZHA_S				5	0	0	5	3	9	12	1	9
2016:4:4:7:NEIHU_E	0	0	0	0	0	0	5	0	3	7	0	8
2016:4:4:7:NEIHU_S	0	0	1	2	0	0	3	0	5	4	0	3
2016:4:4:7:OFFICE_E								1		1		2
2016:4:4:7:SANCHONG_E	0	0	3	6	0	0	9	4	11	3	1	6
2016:4:4:7:SANCHONG_S	0	0	1	1	0	0	2	4	9	2	0	12
2016:4:4:7:SANXIA_A_E	0	0	1	2	0	1	4	2	7	2	2	6
2016:4:4:7:SANXIA_B_E	0	0	3	0	0	0	7	0	8	6	0	7
2016:4:4:7:SHILIN_S	0	0	2	3	0	0	5	0	1	1	0	5
2016:4:4:7:SHILIN_ZL	0	0	1	4	0	0	9	6	12	10	1	
2016:4:4:7:SIYUAN_E	0	0	2	1	0	0	3	3	4	9	0	17
2016:4:4:7:SONGSHAN_S	0	0	2	6	0	0	10	0	8	4	0	3
2016:4:4:7:SONGSHAN_ZL	0	0	1	5	0	0	10	5	11	7	0	11
2016:4:4:7:TAIDONG_1_E	0	1	4	2	0	0	7	5	12	6	0	14
2016:4:4:7:TAIDONG_1_S	0	0	1	1	0	0	2	0	6	4	0	12
2016:4:4:7:TAIDONG_2_S	0	0	0	2	0	0	7	0	5	4	0	2
2016:4:4:7:TAIDONG_2_ZL	0	0	3	4	0	0	8	4	8	1	0	8
2016:4:4:7:TAIDONG_3_E	0	0	1	0	0	0	4	0	2	6	0	9
2016:4:4:7:TAO_1_A	1	0	2	0	1	0	3	0	12	2	0	7
2016:4:4:7:TAO_1_B	0	0	0	0	0	0	1	3	4	0	0	3
2016:4:4:7:TAO_2_E	0	0	1	3	0	0	6	0	4	4	2	13
2016:4:4:7:TAO_2_S	0	0	2	6	0	0	8	2	3	2	0	1
2016:4:4:7:TAO_3_E	1	1			1	0	2	0	2	2	0	5
2016:4:4:7:TAO_3_E_ZL	0	1	6	4	0	0	12	1	9	12	0	14
2016:4:4:7:TAO_4_E	0	0	1	2	0	0	7	0	4	2	0	2
2016:4:4:7:TAO_4_S	0	0	0	1	0	0	6	0	7	9	0	14
2016:4:4:7:TIANMU_A_E	0	1	2	5	1	0	11	0	8	6	0	4
2016:4:4:7:TIANMU_B_E	0	2	4	2	0	0	10	5	10	7	0	14
2016:4:4:7:TOUFEN_E	0	0	0	3	0	0	3	2	11	2	0	17
2016:4:4:7:TOUR_S	0	0	1	1	0	0	2	0	4	9	0	20
2016:4:4:7:TUCHENG_S	0 	0	3	7	0	0	10	3	3	4	0	7
2016:4:4:7:TUCHENG_ZL	0	0	4	3	0	0	12	0	7	3	0	7
2016:4:4:7:WANDA_E			2	4	0	0	11	1	11	7	0	10
2016:4:4:7:WANDA_S	0	0	2	3	0	0	9	3	6	3	0	13
2016:4:4:7:XIANGSHAN_E	0	0	0	2	0	0	2	2	12	8	0	9
2016:4:4:7:XINAN_S	0	1	2	2	0	0	6	3	13	5	0	21
2016:4:4:7:XINBAN_E	0	0	0	5		0	6	4	4	5	0	7
2016:4:4:7:XINDIAN_E	0	0	0	1	0	0	1	1	6	3	0	9
2016:4:4:7:XINDIAN_S	0	0	1	1	0	0	5	0	4	7	1	8
2016:4:4:7:XINPU_E	0	0	2	0	0	0	0	0	4	1	0	2
2016:4:4:7:XINZHU_1_E	0	0	1	0	0	0	1	4	5	3	0	11
2016:4:4:7:XINZHU_1_S	0	0	2	1	2	0	5	2	8	10	0	13
2016:4:4:7:XINZHU_3_S	0	0	0	3	1	0	3	2	11	7	1	11
2016:4:4:7:XINZHU_3_ZL	1	1	1	4	1	0	9	2	7	8	0	10
2016:4:4:7:XIZHI_A_E			3	2			5	6	4	6		11
2016:4:4:7:XIZHI_B_E	0	0	4	3	0	0	7	4	8	6	0	8
2016:4:4:7:XIZHI_S	0	1	0	0		0	0	3	6	1	1	4
2016:4:4:7:YILAN_E	0	0	4	0	0	0	6	3	9	3	0	13
2016:4:4:7:YILAN_S		1	5	4	0	0	10	6	11	7	1	7
2016:4:4:7:YONGHE_S	0	0	2	0	0	0	6	1	8	7	0	13
2016:4:4:7:YULI_E	0	1	1	1	0	0	6	0	7	7	1	12
2016:4:4:7:YULI_S			1	2	0	0	3	2	3	5	0	14
2016:4:4:7:ZHONGHE_1_E	0	0	1	1	1	0	7	2	8	6	1	4
2016:4:4:7:ZHONGHE_2_E	0	1	0	2	1	0	11	2	8	7	0	8
2016:4:4:7:ZHONGHE_2_S	 0	1	3	0	1	0	5	3	10	3	0	2
2016:4:4:7:ZHONGLI_1_E	0	0	3	4	1	0	14	0	8	1	0	2
2016:4:4:7:ZHONGLI_1_S	 0	0	4	2	0	0	6	1	6	6	0	11
2016:4:4:7:ZHONGLI_2_E		1	4	5	0	1	10	2	6	5	1	11
2016:4:4:7:ZHUBEI_1_E	0	0	1	0	0	0	1	1	5	3	0	9
2016:4:4:7:ZHUBEI_2_E	0	1	0	0	1	0	1	1	3	8	0	14
2016:4:4:7:ZHUBEI_2_S	0	0	1	0	0	0	3	0	2	6	0	10
2016:4:4:7:ZHUBEI_3_S			1	1	0	0	2	3	4	2	0	3
2016:4:4:7:ZHUDONG_E	0	0	1	0	0	1	2	0	5	2	0	5
2016:4:4:7:ZHUDONG_S	0	0	7	0	0	0	7	5	7	2	0	10
2016:4:4:7:ZHUNAN_S	0	0	2	5	0	1	10	3	7	4	1	8
2016:4:4:7:ZHUNAN_ZL	0	1	3	4	0	0	8	2	9	5	0	4
2016:5:1:7:ANKANG_E	0	0	3	1	0	0	7	3	11	9	2	14
2016:5:1:7:ASSISTANTS	0	0	10	6	0	0	19	2	11	5	0	10
2016:5:1:7:BADE_A_E	0	1	1	2	0	0	5	1	6	6	1	10
2016:5:1:7:BADE_B_E	0	0	2	2	0	0	5	4	7	5	0	6
2016:5:1:7:BADE_S	0	0	0	1	0	0	3	0	6	16	1	7
2016:5:1:7:BEITOU_E	1	0	1	3	1	0	5	1	9	2	1	10
2016:5:1:7:BEITOU_S	0	0	1	1	1	0	6	0	8	5	1	7
2016:5:1:7:DANFENG_E	0	0	2	1	0	0	3	2	8	6	0	13
2016:5:1:7:DANSHUI_A_E	0	0	0	2	0	1	2	2	9	2	0	3
2016:5:1:7:DANSHUI_B_E	0	0	1	1	0	0	2	1	7	2	0	3
2016:5:1:7:GUISHAN_E	0	1	4	0	1	0	5	3	7	1	1	1
2016:5:1:7:HUALIAN_1_E	0	1	1	2	0	0	4	1	3	2	0	8
2016:5:1:7:HUALIAN_1_S	0	0	2	2	0	1	6	2	10	5	0	4
2016:5:1:7:HUALIAN_2_E	0	1	3	0	1	0	4	8	8	3	2	5
2016:5:1:7:HUALIAN_2_ZL			1	1			2	4	9	5	2	9
2016:5:1:7:HUALIAN_3_E	0	0	3	6	0	0	9	2	15	2	0	7
2016:5:1:7:HUALIAN_3_S			1	2			6	2	9	4		
2016:5:1:7:JILONG_A_E	0	0	2	3	0	0	6	3	9	4	0	6
2016:5:1:7:JILONG_B_E	0	0	2	3	0	0	5	2	10	5	2	5
2016:5:1:7:JINGXIN_S	0	1	0	1	0	0	8	0	9	17	1	22
2016:5:1:7:JINGXIN_ZL	0	0	3	3	0	1	8	4	11	8	0	8
2016:5:1:7:JINHUA_S	0	0	0	1	0	0	4	0	5	6	0	19
2016:5:1:7:JINHUA_ZL	1	1	2	6	0	0	13	2	8	4	0	5
2016:5:1:7:LONGTAN_E	0	0	1	0	0	0	1	2	7	10	0	5
2016:5:1:7:LUODONG_A_E	 0	 0	 3	 4	 0	 0	 7	 5	 9	 4	 1	 3
2016:5:1:7:LUODONG_B_E	0	1	0	3	0	0	4	3	8	11	0	12
2016:5:1:7:LUZHOU_A_E	0	0	5	2		0	7	2	10	8	0	10
2016:5:1:7:LUZHOU_B_E	1	1	0	4	0	0	6	3	7	5	0	4
2016:5:1:7:MIAOLI_E	0	0	1	4	0	1	6	4	6	2	1	4
2016:5:1:7:MUZHA_E	0	0	2	0	0	0	5	1	11	6	0	11
2016:5:1:7:MUZHA_S			2	3	0	0	5	5	10	5	0	6
2016:5:1:7:NEIHU_E	0	0	0	6	0	0	10	1	5	9	0	11
2016:5:1:7:NEIHU_S	0	0	1	4	0	0	5	3	11	7	1	7
2016:5:1:7:OFFICE_E				1			2		2	1		2
2016:5:1:7:SANCHONG_E	0	0	2	9	0	0	11	2	12	3	0	6
2016:5:1:7:SANCHONG_S	0	0	1	1	0	0	2	0	5	6	0	15
2016:5:1:7:SANXIA_A_E	0	0	1	2	0	0	4	2	9	5	1	7
2016:5:1:7:SANXIA_B_E	0	1	3	1	0	0	8	2	11	5	0	5
2016:5:1:7:SHILIN_S	0	0	2	2	0	0	4	1	1	1	0	9
2016:5:1:7:SHILIN_ZL	0	0	2	6	0	0	10	3	8	10	1	12
2016:5:1:7:SIYUAN_E	0	0	2	1	0	0	3	2	8	6	0	13
2016:5:1:7:SONGSHAN_S	0	0	2	3	0	0	9	4	14	4	1	6
2016:5:1:7:SONGSHAN_ZL	 0	1	2	4	1	0	8	3	7	6	0	11
2016:5:1:7:TAIDONG_1_E	0	1	5	0	1	0	8	7	6	4	0	8
2016:5:1:7:TAIDONG_1_S	0	0	1	5	0	0	7	3	9	8	0	15
2016:5:1:7:TAIDONG_2_S	 0	0	1	2	0	0	9	3	7	10	0	7
2016:5:1:7:TAIDONG_2_ZL	0	0	4	4			8	6	8	4	0	8
2016:5:1:7:TAIDONG_3_E	0	0	1	3	0	0	6	6	7	5	1	5
2016:5:1:7:TAO_1_A	0	0	3	0	0	1	1	3	12	0	0	3
2016:5:1:7:TAO_1_B	0	0	1	2	0	0	3	7	7	3	1	3
2016:5:1:7:TAO_2_E	0	0	1	1	0	0	2	2	2	9	0	12
2016:5:1:7:TAO_2_S	0	0	1	7	0	0	8	4	6	7	0	4
2016:5:1:7:TAO_3_E		1			1	1	1	2	4	3	0	6
2016:5:1:7:TAO_3_E_ZL	0	0	6	2	0	0	11	3	10	10	0	10
2016:5:1:7:TAO_4_E	0	0	0	3	0	0	6	4	9	3	0	10
2016:5:1:7:TAO_4_S	0	0	1	1	0	0	5	1	7	4	0	12
2016:5:1:7:TIANMU_A_E	1	0	3	3	0	0	10	2	11	7	0	12
2016:5:1:7:TIANMU_B_E	0	2	4	2	0	0	9	7	9	6	1	15
2016:5:1:7:TOUFEN_E	0	0	1	4	0	0	6	2	10	6	1	14
2016:5:1:7:TOUR_S	0	0	1	0	0	0	2	2	6	9	0	28
2016:5:1:7:TUCHENG_S	0	0	3	10	0	0	13	1	8	3	0	5
2016:5:1:7:TUCHENG_ZL	0	0	5	3	0	0	18	3	8	10	1	14
2016:5:1:7:WANDA_E			2	3	0	0	9	2	7	8	0	13
2016:5:1:7:WANDA_S	0	0	3	2	0	0	5	4	5	3	0	4
2016:5:1:7:XIANGSHAN_E	0	0	0	2	0	0	5	5	10	9	1	10
2016:5:1:7:XINAN_S	0	1	2	3	0	0	8	2	11	7	1	14
2016:5:1:7:XINBAN_E	0	0	0	4	0	0	4	5	8	3	0	6
2016:5:1:7:XINDIAN_E			2	5			7	3	8	6		9
2016:5:1:7:XINDIAN_S	0	0	1	0	0	0	5	0	4	6	0	12
2016:5:1:7:XINPU_E	0	0	2	1	0	0	5	3	5	3	0	5
2016:5:1:7:XINZHU_1_E	0	1	1	0	0	0	2	3	3	7	1	9
2016:5:1:7:XINZHU_1_S	0	1	0	2	1	0	4	1	11	4	2	3
2016:5:1:7:XINZHU_3_S	0	0	1	2	0	0	3	2	7	4	0	5
2016:5:1:7:XINZHU_3_ZL	1	0	1	4	1	0	11	2	9	7	1	7
2016:5:1:7:XIZHI_A_E			2	3			5	1	6	6	2	11
2016:5:1:7:XIZHI_B_E	0	0	3	1	0	0	4	2	8	6	1	8
2016:5:1:7:XIZHI_S	0	0	0	2	0	0	3	2	13	2	0	10
2016:5:1:7:YILAN_E	0	0	2	1	0	0	4	2	4	3	0	12
2016:5:1:7:YILAN_S	0	1	4	3	0	0	8	3	11	6	0	9
2016:5:1:7:YONGHE_S	0	0	2	0	0	0	3	3	6	5	1	11
2016:5:1:7:YULI_E	0	1	1	3	0	0	9	1	9	16	2	14
2016:5:1:7:YULI_S	0	0	1	1	0	0	5	1	1	4	0	15
2016:5:1:7:ZHONGHE_1_E	0	0	0	2	0	0	6	2	5	4	0	6
2016:5:1:7:ZHONGHE_2_E	0	0	1	3	0	0	12	1	5	6	1	3
2016:5:1:7:ZHONGHE_2_S	1	1	0	2	2	0	5	1	11	5	1	3
2016:5:1:7:ZHONGLI_1_E	0	1	1	4	1	0	13	1	13	5	0	5
2016:5:1:7:ZHONGLI_1_S			2	2	0	0	6	2	7	7	0	18
2016:5:1:7:ZHONGLI_2_E	0	1	4	6	1	0	13	6	13	6	0	9
2016:5:1:7:ZHUBEI_1_E	0	0	1	3			5	2	7	6	0	8
2016:5:1:7:ZHUBEI_2_E	0	0	0	0	0	1	0	1	8	6	0	8
2016:5:1:7:ZHUBEI_2_S	0	0	0	2	0	0	6	3	6	7	2	8
2016:5:1:7:ZHUBEI_3_S	0	0	3	0	0	0	3	3	6	4	0	5
2016:5:1:7:ZHUDONG_E	0	0	1	2	0	0	3	0	11	2	0	1
2016:5:1:7:ZHUDONG_S	0	0	7	0	0	0	7	2	8	9	0	14
2016:5:1:7:ZHUNAN_S			9	1	0	0	12	8	10	10	2	10
2016:5:1:7:ZHUNAN_ZL	0	1	6	2	0	0	9	4	9	7	1	11
2016:5:2:7:ANKANG_E	0	0	3	1	0	0	8	1	8	8	1	13
2016:5:2:7:ASSISTANTS	0	0	5	7	0	0	15	5	8	5	0	9
2016:5:2:7:BADE_A_E	0	1	1	1	0	0	3	1	8	3	0	7
2016:5:2:7:BADE_B_E	0	0	2	0	0	0	2	1	4	5	0	4
2016:5:2:7:BADE_S	0	0	0	2	0	0	3	1	7	2	0	4
2016:5:2:7:BEITOU_E	1	1	1	4	0	1	7	6	12	8	0	11
2016:5:2:7:BEITOU_S	0	0	1	1	1	0	4	1	8	7	1	15
2016:5:2:7:DANFENG_E	0	0	4	0		0	11	2	9	8	0	10
2016:5:2:7:DANSHUI_A_E	0	0	1	0	0	0	1	3	4	3	0	4
2016:5:2:7:DANSHUI_B_E	0	0	2	1	0	0	4	2	5	4	0	5
2016:5:2:7:GUISHAN_E	0	0	2	0	0	1	2	1	7	2	0	6
2016:5:2:7:HUALIAN_1_E	0	1	1	1	1	0	4	0	7	4	0	7
2016:5:2:7:HUALIAN_1_S	0	0	1	4	1	0	8	0	10	7	1	7
2016:5:2:7:HUALIAN_2_E	0	0	1	2	0	1	5	2	12	13	0	3
2016:5:2:7:HUALIAN_2_ZL	0	3	2	2	1	0	8	6	15	14	0	19
2016:5:2:7:HUALIAN_3_E	0	1	2	6	0	0	9	2	8	10	0	10
2016:5:2:7:HUALIAN_3_S			2	4			7	1	11	6		5
2016:5:2:7:JILONG_A_E	0	0	0	6	0	0	7	6	9	4	2	2
2016:5:2:7:JILONG_B_E	0	0	2	3	0	0	8	4	12	5	0	5
2016:5:2:7:JINGXIN_S	0	1	2	6	0	0	12	2	10	8	1	16
2016:5:2:7:JINGXIN_ZL	0	1	3	2	0	0	9	3	15	14	0	14
2016:5:2:7:JINHUA_S	0	0	0	0	0	0	0	0	3	2	0	9
2016:5:2:7:JINHUA_ZL	1	1	3	6	0	0	18	3	11	5	0	7
2016:5:2:7:LONGTAN_E	0	0	1	0	0	0	1	3	11	5	1	3
2016:5:2:7:LUODONG_A_E	 0	 1	 3	 4	 0	 0	 8	 3	 6	 3	 0	 4
2016:5:2:7:LUODONG_B_E	0	0	1	2	0	0	3	1	7	7	0	3
2016:5:2:7:LUZHOU_A_E	0	0	3	7	0	0	11	7	13	3	1	7
2016:5:2:7:LUZHOU_B_E	1	1	3	0	0	0	6	4	6	5	0	8
2016:5:2:7:MIAOLI_E	0	0	1	2	0	0	4	3	7	0	0	1
2016:5:2:7:MUZHA_E	0	0	2	0	0	0	5	1	14	10	0	4
2016:5:2:7:MUZHA_S		1		4	1	0	5	3	10	4	0	4
2016:5:2:7:NEIHU_E	0	0	0	6	0	0	9	4	8	4	1	11
2016:5:2:7:NEIHU_S	 0	0	1	2	0	1	3	2	7	4	2	4
2016:5:2:7:OFFICE_E	0	0	2	0	0	0	2	1	2	2	0	2
2016:5:2:7:SANCHONG_E	0	1	3	2	0	0	6	4	10	5	0	8
2016:5:2:7:SANCHONG_S	0	0	1	1	0	0	2	1	7	6	0	12
2016:5:2:7:SANXIA_A_E	0	0	2	2	0	0	6	2	7	7	0	10
2016:5:2:7:SANXIA_B_E	1	0	2	1	0	0	5	1	8	7	1	12
2016:5:2:7:SHILIN_S	0	0	1	1	0	0	3	1	5	2	0	4
2016:5:2:7:SHILIN_ZL	0	0	3	2	0	0	6	4	7	11	1	11
2016:5:2:7:SIYUAN_E	0	0	4	1	0	0	5	6	9	6	0	12
2016:5:2:7:SONGSHAN_S	0	0	2	2	0	0	6	4	10	10	0	10
2016:5:2:7:SONGSHAN_ZL	0	1	2	3	0	0	6	3	11	8	1	10
2016:5:2:7:TAIDONG_1_E	1	0	1	1	0	0	5	4	7	4	4	6
2016:5:2:7:TAIDONG_1_S	0	0	1	4	0	0	6	3	6	9	4	13
2016:5:2:7:TAIDONG_2_S	 0	 0	1	2	0	0	3	1	6	1	3	4
2016:5:2:7:TAIDONG_2_ZL	1	0	3	4	1	0	9	7	8	5	3	8
2016:5:2:7:TAIDONG_3_E			2	1	0	0	5	2	4	5	1	5
2016:5:2:7:TAO_1_A	0	0	5	0	0	0	5	4	9	2	2	3
2016:5:2:7:TAO_1_B	0	0	0	3	0	0	4	4	8	0	2	1
2016:5:2:7:TAO_2_E	0	0	2	0	0	0	2	0	6	1	0	10
2016:5:2:7:TAO_2_S	0	0	2	5	0	0	7	3	5	3	0	4
2016:5:2:7:TAO_3_E						1	0	1	3	3	0	3
2016:5:2:7:TAO_3_E_ZL	0	0	4	5	0	0	12	2	11	14	2	11
2016:5:2:7:TAO_4_E	0	0	0	2	0	0	5	0	5	6	0	8
2016:5:2:7:TAO_4_S	0	0	1	1	0	0	4	0	7	4	1	13
2016:5:2:7:TIANMU_A_E	0	0	2	2	0	0	7	2	7	10	0	11
2016:5:2:7:TIANMU_B_E	0	2	5	2	0	0	11	2	10	6	1	12
2016:5:2:7:TOUFEN_E	0	0	1	5	0	0	6	6	15	8	1	7
2016:5:2:7:TOUR_S	0	0	0	0	0	0	2	0	2	6	0	29
2016:5:2:7:TUCHENG_S	0	0	3 	4	0	0	7	2	6	6	1	7
2016:5:2:7:TUCHENG_ZL	0	0	4	1	0	0	6	3	15	6	2	15
2016:5:2:7:WANDA_E			2	4	0	0	8	3	8	5	2	9
2016:5:2:7:WANDA_S	0	1	1	3	0	0	5	1	5	1	1	9
2016:5:2:7:XIANGSHAN_E	1	0	3	0	0	0	4	10	8	8	2	10
2016:5:2:7:XINAN_S	0	2	1	4	0	0	10	3	12	4	1	18
2016:5:2:7:XINBAN_E	0	0	0	5	0	0	5	3	10	5	0	2
2016:5:2:7:XINDIAN_E			2	2			5	1	7	6		10
2016:5:2:7:XINDIAN_S	0	0	1	1	0	0	3	1	6	5	1	7
2016:5:2:7:XINPU_E	0	0	0	1	0	0	4	3	4	4	0	2
2016:5:2:7:XINZHU_1_E	0	1	1	0	1	0	2	0	3	2	1	2
2016:5:2:7:XINZHU_1_S		1	1	3	1		7	3	8	9	0	12
2016:5:2:7:XINZHU_3_S	0	0	1	3	0	0	6	3	10	5	1	13
2016:5:2:7:XINZHU_3_ZL	0	0	1	7	0	0	12	3	9	10	1	15
2016:5:2:7:XIZHI_A_E	0	0	3	3			6	2	8	5	1	15
2016:5:2:7:XIZHI_B_E	0	0	3	1	0	0	4	2	6	4	0	9
2016:5:2:7:XIZHI_S	 0	1	0	1	0	0	4	4	9	4	0	7
2016:5:2:7:YILAN_E	0	0	3	0	0	0	3	3	3	2	0	13
2016:5:2:7:YILAN_S		1	7	1	1	0	9	4	10	6	0	8
2016:5:2:7:YONGHE_S	0	0	3	1	0	0	4	2	11	3	1	8
2016:5:2:7:YULI_E	0	1	2	4	0	0	13	1	8	12	2	14
2016:5:2:7:YULI_S	0	0	1	0	0	0	2	0	4	5	0	10
2016:5:2:7:ZHONGHE_1_E	0	0	0	2	0	0	2	2	8	5	1	5
2016:5:2:7:ZHONGHE_2_E	0	0	1	3	1	0	11	3	5	3	0	4
2016:5:2:7:ZHONGHE_2_S	 0	0	0	2	0	1	2	0	5	5	0	6
2016:5:2:7:ZHONGLI_1_E	0	0	1	3	0	1	7	0	5	3	0	5
2016:5:2:7:ZHONGLI_1_S				7	0	0	7	0	2	6	0	14
